,title,genres
1450,Good Will Hunting (1997),Drama|Romance
1451,Guardians of the Galaxy 2 (2017),Action|Adventure|Sci-Fi
1452,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
1453,Broken Arrow (1996),Action|Adventure|Thriller
1454,"River Wild, The (1994)",Action|Thriller
1455,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
1456,Pineapple Express (2008),Action|Comedy|Crime
1457,The Interview (2014),Action|Comedy
1458,Ted 2 (2015),Comedy
1459,The Night Before (2015),Comedy
1460,Reservoir Dogs (1992),Crime|Mystery|Thriller
1461,Gladiator (2000),Action|Adventure|Drama
1462,Inglourious Basterds (2009),Action|Drama|War
1463,Interstellar (2014),Sci-Fi|IMAX
1464,Chicken Run (2000),Animation|Children|Comedy
1465,Remember the Titans (2000),Drama
1466,"Family Man, The (2000)",Comedy|Drama|Romance
1467,"Princess Diaries, The (2001)",Children|Comedy|Romance
1468,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1469,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1470,Aliens (1986),Action|Adventure|Horror|Sci-Fi
1471,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller
1472,"Big Lebowski, The (1998)",Comedy|Crime
1473,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama
1474,Memento (2000),Mystery|Thriller
1475,"Scanner Darkly, A (2006)",Animation|Drama|Mystery|Sci-Fi|Thriller
1476,Clerks (1994),Comedy
1477,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1478,Fight Club (1999),Action|Crime|Drama|Thriller
1479,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
1480,Perfect Blue (1997),Animation|Horror|Mystery|Thriller
1481,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
1482,Wristcutters: A Love Story (2006),Drama|Fantasy|Romance
1483,Colourful (Karafuru) (2010),Animation|Drama|Fantasy|Mystery
1484,Heat (1995),Action|Crime|Thriller
1485,"Fugitive, The (1993)",Thriller
1486,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1487,"Godfather: Part II, The (1974)",Crime|Drama
1488,Leaving Las Vegas (1995),Drama|Romance
1489,Immortal Beloved (1994),Drama|Romance
1490,"Hudsucker Proxy, The (1994)",Comedy
1491,Philadelphia (1993),Drama
1492,Braveheart (1995),Action|Drama|War
1493,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror
1494,"Omen, The (1976)",Horror|Mystery|Thriller
1495,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1496,"Shawshank Redemption, The (1994)",Crime|Drama
1497,"Sixth Sense, The (1999)",Drama|Horror|Mystery
1498,Memento (2000),Mystery|Thriller
1499,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy
1500,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy
1501,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi
1502,Lincoln (2012),Drama|War
1503,Zero Dark Thirty (2012),Action|Drama|Thriller
1504,12 Angry Men (1957),Drama
1505,1984 (Nineteen Eighty-Four) (1984),Drama|Sci-Fi
1506,Alexander Nevsky (Aleksandr Nevskiy) (1938),Action|Drama|War
1507,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX
1508,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
1509,Batman Begins (2005),Action|Crime|IMAX
1510,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
1511,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
1512,Apollo 13 (1995),Adventure|Drama|IMAX
1513,Forrest Gump (1994),Comedy|Drama|Romance|War
1514,"Fugitive, The (1993)",Thriller
1515,Dances with Wolves (1990),Adventure|Drama|Western
1516,Desperado (1995),Action|Romance|Western
1517,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
1518,Lost in Translation (2003),Comedy|Drama|Romance
1519,X-Men: Days of Future Past (2014),Action|Adventure|Sci-Fi
1520,Beautiful Thing (1996),Drama|Romance
1521,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
1522,"Pianist, The (2002)",Drama|War
1523,Across the Universe (2007),Drama|Fantasy|Musical|Romance
1524,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller
1525,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX
1526,Tropic Thunder (2008),Action|Adventure|Comedy|War
1527,"Curious Case of Benjamin Button, The (2008)",Drama|Fantasy|Mystery|Romance
1528,Dead Poets Society (1989),Drama
1529,Gandhi (1982),Drama
1530,Tea with Mussolini (1999),Comedy|Drama|War
1531,"Sixth Sense, The (1999)",Drama|Horror|Mystery
1532,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1533,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
1534,Diner (1982),Comedy|Drama
1535,Snatch (2000),Comedy|Crime|Thriller
1536,Get Shorty (1995),Comedy|Crime|Thriller
1537,Apollo 13 (1995),Adventure|Drama|IMAX
1538,This Is Spinal Tap (1984),Comedy
1539,Indiana Jones and the Last Crusade (1989),Action|Adventure
1540,Get Shorty (1995),Comedy|Crime|Thriller
1541,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1542,"Quick and the Dead, The (1995)",Action|Thriller|Western
1543,Wyatt Earp (1994),Western
1544,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1545,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1546,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
1547,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
1548,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance
1549,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance
1550,Shrek the Third (2007),Adventure|Animation|Children|Comedy|Fantasy
1551,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
1552,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
1553,"Birdcage, The (1996)",Comedy
1554,"Rock, The (1996)",Action|Adventure|Thriller
1555,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1556,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
1557,Edward Scissorhands (1990),Drama|Fantasy|Romance
1558,Love Me If You Dare (Jeux d'enfants) (2003),Drama|Romance
1559,9/11 (2002),Documentary
1560,Blade Runner (1982),Action|Sci-Fi|Thriller
1561,Mary Poppins (1964),Children|Comedy|Fantasy|Musical
1562,Jean de Florette (1986),Drama|Mystery
1563,Being John Malkovich (1999),Comedy|Drama|Fantasy
1564,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure
1565,"Godfather: Part II, The (1974)",Crime|Drama
1566,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
1567,Being John Malkovich (1999),Comedy|Drama|Fantasy
1568,American History X (1998),Crime|Drama
1569,Ocean's Eleven (2001),Crime|Thriller
1570,Serenity (2005),Action|Adventure|Sci-Fi
1571,Stardust (2007),Adventure|Comedy|Fantasy|Romance
1572,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1573,Braveheart (1995),Action|Drama|War
1574,Disclosure (1994),Drama|Thriller
1575,Forrest Gump (1994),Comedy|Drama|Romance|War
1576,Waterworld (1995),Action|Adventure|Sci-Fi
1577,While You Were Sleeping (1995),Comedy|Romance
1578,Maverick (1994),Adventure|Comedy|Western
1579,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller
1580,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
1581,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
1582,"Shawshank Redemption, The (1994)",Crime|Drama
1583,Cool Hand Luke (1967),Drama
1584,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance
1585,Manhattan Murder Mystery (1993),Comedy|Mystery
1586,Annie Hall (1977),Comedy|Romance
1587,Manhattan (1979),Comedy|Drama|Romance
1588,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1589,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1590,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
1591,"Woman Is a Woman, A (femme est une femme, Une) (1961)",Comedy|Drama|Musical|Romance
1592,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi
1593,"Untouchables, The (1987)",Action|Crime|Drama
1594,"Matrix, The (1999)",Action|Sci-Fi|Thriller
1595,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
1596,"Shawshank Redemption, The (1994)",Crime|Drama
1597,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1598,Inside Man (2006),Crime|Drama|Thriller
1599,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
1600,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy
1601,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy
1602,Treasure Planet (2002),Adventure|Animation|Children|Sci-Fi|IMAX
1603,Guardians of the Galaxy 2 (2017),Action|Adventure|Sci-Fi
1604,Eye for an Eye (1996),Drama|Thriller
1605,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1606,Speed (1994),Action|Romance|Thriller
1607,Eraser (1996),Action|Drama|Thriller
1608,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
1609,Braveheart (1995),Action|Drama|War
1610,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1611,Indiana Jones and the Last Crusade (1989),Action|Adventure
1612,Waterworld (1995),Action|Adventure|Sci-Fi
1613,Four Weddings and a Funeral (1994),Comedy|Romance
1614,Dave (1993),Comedy|Romance
1615,"Piano, The (1993)",Drama|Romance
1616,Eraserhead (1977),Drama|Horror
1617,"Topo, El (1970)",Fantasy|Western
1618,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller
1619,Ex Drummer (2007),Comedy|Crime|Drama|Horror
1620,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance
1621,Sweet Home Alabama (2002),Comedy|Romance
1622,"Sisterhood of the Traveling Pants, The (2005)",Adventure|Comedy|Drama
1623,27 Dresses (2008),Comedy|Romance
1624,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
1625,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
1626,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
1627,Gone Girl (2014),Drama|Thriller
1628,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
1629,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance
1630,Casino Royale (2006),Action|Adventure|Thriller
1631,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller
1632,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller
1633,"Godfather: Part II, The (1974)",Crime|Drama
1634,Cool Hand Luke (1967),Drama
1635,Roger & Me (1989),Documentary
1636,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama
1637,Grand Illusion (La grande illusion) (1937),Drama|War
1638,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
1639,City Slickers (1991),Comedy|Western
1640,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
1641,Schindler's List (1993),Drama|War
1642,Tombstone (1993),Action|Drama|Western
1643,Dances with Wolves (1990),Adventure|Drama|Western
1644,"Thin Man, The (1934)",Comedy|Crime
1645,Young Frankenstein (1974),Comedy|Fantasy
1646,Everest (1998),Documentary|IMAX
1647,Shakespeare in Love (1998),Comedy|Drama|Romance
1648,"Shawshank Redemption, The (1994)",Crime|Drama
1649,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama
1650,Big Daddy (1999),Comedy
1651,Argo (2012),Drama|Thriller
1652,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1653,Some Like It Hot (1959),Comedy|Crime
1654,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller
1655,Rushmore (1998),Comedy|Drama
1656,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War
1657,"Godfather, The (1972)",Crime|Drama
1658,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western
1659,Goodfellas (1990),Crime|Drama
1660,Being John Malkovich (1999),Comedy|Drama|Fantasy
1661,"Royal Tenenbaums, The (2001)",Comedy|Drama
1662,Bad Boy Bubby (1993),Drama
1663,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
1664,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
1665,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
1666,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
1667,Shutter Island (2010),Drama|Mystery|Thriller
1668,Trainspotting (1996),Comedy|Crime|Drama
1669,Lost in Translation (2003),Comedy|Drama|Romance
1670,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
1671,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX
1672,Saving Private Ryan (1998),Action|Drama|War
1673,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),Action|Drama|Thriller|War
1674,Batman Begins (2005),Action|Crime|IMAX
1675,Hunger (2008),Drama
1676,Singin' in the Rain (1952),Comedy|Musical|Romance
1677,Some Like It Hot (1959),Comedy|Crime
1678,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1679,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
1680,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
1681,"Graduate, The (1967)",Comedy|Drama|Romance
1682,American Beauty (1999),Drama|Romance
1683,"Straight Story, The (1999)",Adventure|Drama
1684,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
1685,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance
1686,One Flew Over the Cuckoo's Nest (1975),Drama
1687,Jaws (1975),Action|Horror
1688,"Shawshank Redemption, The (1994)",Crime|Drama
1689,Forrest Gump (1994),Comedy|Drama|Romance|War
1690,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
1691,Gattaca (1997),Drama|Sci-Fi|Thriller
1692,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1693,"Texas Chainsaw Massacre, The (1974)",Horror
1694,Prisoners (2013),Drama|Mystery|Thriller
1695,Larry David: Curb Your Enthusiasm (1999),Comedy
1696,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
1697,"Shawshank Redemption, The (1994)",Crime|Drama
1698,Forrest Gump (1994),Comedy|Drama|Romance|War
1699,Trainspotting (1996),Comedy|Crime|Drama
1700,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
1701,Mrs. Doubtfire (1993),Comedy|Drama
1702,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
1703,Finding Nemo (2003),Adventure|Animation|Children|Comedy
1704,Apocalypse Now (1979),Action|Drama|War
1705,Raising Arizona (1987),Comedy
1706,Memento (2000),Mystery|Thriller
1707,Road to Perdition (2002),Crime|Drama
1708,Akira (1988),Action|Adventure|Animation|Sci-Fi
1709,Chasing Amy (1997),Comedy|Drama|Romance
1710,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
1711,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
1712,Apollo 13 (1995),Adventure|Drama|IMAX
1713,Love Affair (1994),Drama|Romance
1714,Batman (1989),Action|Crime|Thriller
1715,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
1716,Citizen Kane (1941),Drama|Mystery
1717,Sliding Doors (1998),Drama|Romance
1718,October Sky (1999),Drama
1719,"Sixth Sense, The (1999)",Drama|Horror|Mystery
1720,True Romance (1993),Crime|Thriller
1721,"Boot, Das (Boat, The) (1981)",Action|Drama|War
1722,"Sting, The (1973)",Comedy|Crime
1723,"Game, The (1997)",Drama|Mystery|Thriller
1724,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
1725,"Misérables, Les (1998)",Crime|Drama|Romance|War
1726,"Exorcist, The (1973)",Horror|Mystery
1727,Paranormal Activity (2009),Horror|Thriller
1728,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1729,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1730,My Big Fat Greek Wedding (2002),Comedy|Romance
1731,Arrival (2016),Sci-Fi
1732,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1733,American Beauty (1999),Drama|Romance
1734,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
1735,Snatch (2000),Comedy|Crime|Thriller
1736,Billy Madison (1995),Comedy
1737,Fight Club (1999),Action|Crime|Drama|Thriller
1738,"Departed, The (2006)",Crime|Drama|Thriller
1739,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
1740,Babe (1995),Children|Drama
1741,"Fugitive, The (1993)",Thriller
1742,Schindler's List (1993),Drama|War
1743,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy
1744,Kids (1995),Drama
1745,Schindler's List (1993),Drama|War
1746,Searching for Bobby Fischer (1993),Drama
1747,Groundhog Day (1993),Comedy|Fantasy|Romance
1748,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
1749,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1750,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1751,Bad Boys II (2003),Action|Comedy|Crime|Thriller
1752,"Shawshank Redemption, The (1994)",Crime|Drama
1753,Forrest Gump (1994),Comedy|Drama|Romance|War
1754,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
1755,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
1756,Blade Runner (1982),Action|Sci-Fi|Thriller
1757,Harold and Maude (1971),Comedy|Drama|Romance
1758,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
1759,28 Days Later (2002),Action|Horror|Sci-Fi
1760,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy
1761,Wayne's World (1992),Comedy
1762,Austin Powers in Goldmember (2002),Comedy
1763,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
1764,"Jungle Book, The (1994)",Adventure|Children|Romance
1765,Pretty in Pink (1986),Comedy|Drama|Romance
1766,Boys Don't Cry (1999),Drama
1767,Tootsie (1982),Comedy|Romance
1768,"Shawshank Redemption, The (1994)",Crime|Drama
1769,Fargo (1996),Comedy|Crime|Drama|Thriller
1770,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller
1771,The Hunger Games: Mockingjay - Part 1 (2014),Adventure|Sci-Fi|Thriller
1772,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1773,Taxi Driver (1976),Crime|Drama|Thriller
1774,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
1775,Forrest Gump (1994),Comedy|Drama|Romance|War
1776,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
1777,Trainspotting (1996),Comedy|Crime|Drama
1778,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy
1779,Wild Tales (2014),Comedy|Drama|Thriller
1780,Sense and Sensibility (1995),Drama|Romance
1781,Philadelphia (1993),Drama
1782,Terminator 2: Judgment Day (1991),Action|Sci-Fi
1783,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
1784,Jumanji (1995),Adventure|Children|Fantasy
1785,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
1786,"Quick and the Dead, The (1995)",Action|Thriller|Western
1787,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
1788,Once Upon a Time in America (1984),Crime|Drama
1789,Annie Hall (1977),Comedy|Romance
1790,This Is Spinal Tap (1984),Comedy
1791,"Poseidon Adventure, The (1972)",Action|Adventure|Drama
1792,"Usual Suspects, The (1995)",Crime|Mystery|Thriller
1793,"Shawshank Redemption, The (1994)",Crime|Drama
1794,Fight Club (1999),Action|Crime|Drama|Thriller
1795,Bowling for Columbine (2002),Documentary
1796,Braveheart (1995),Action|Drama|War
1797,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller
1798,Jaws (1975),Action|Horror
1799,Drunken Master (Jui kuen) (1978),Action|Comedy
1800,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
1801,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
1802,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
1803,Fargo (1996),Comedy|Crime|Drama|Thriller
1804,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi
1805,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1806,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller
1807,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
1808,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller
1809,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller
1810,Being John Malkovich (1999),Comedy|Drama|Fantasy
1811,Sister Act (1992),Comedy|Crime
1812,Rear Window (1954),Mystery|Thriller
1813,Harold and Maude (1971),Comedy|Drama|Romance
1814,American Beauty (1999),Drama|Romance
1815,Diabolique (Les diaboliques) (1955),Horror|Mystery|Thriller
1816,"Shawshank Redemption, The (1994)",Crime|Drama
1817,Forrest Gump (1994),Comedy|Drama|Romance|War
1818,Schindler's List (1993),Drama|War
1819,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
1820,Fear (1996),Thriller
1821,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
1822,Jerry Maguire (1996),Drama|Romance
1823,Scream (1996),Comedy|Horror|Mystery|Thriller
1824,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
1825,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance
1826,Gladiator (2000),Action|Adventure|Drama
1827,Gone in 60 Seconds (2000),Action|Crime
1828,Apollo 13 (1995),Adventure|Drama|IMAX
1829,"Net, The (1995)",Action|Crime|Thriller
1830,Disclosure (1994),Drama|Thriller
1831,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
1832,Finding Nemo (2003),Adventure|Animation|Children|Comedy
1833,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller
1834,Avatar (2009),Action|Adventure|Sci-Fi|IMAX
1835,Coco (2017),Adventure|Animation|Children
1836,Contact (1997),Drama|Sci-Fi
1837,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
1838,"Beautiful Mind, A (2001)",Drama|Romance
1839,Serenity (2005),Action|Adventure|Sci-Fi
1840,"Shawshank Redemption, The (1994)",Crime|Drama
1841,Forrest Gump (1994),Comedy|Drama|Romance|War
1842,Dead Poets Society (1989),Drama
1843,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama
1844,"Godfather, The (1972)",Crime|Drama
1845,"Graduate, The (1967)",Comedy|Drama|Romance
1846,Indignation (2016),Drama
1847,Get Out (2017),Horror
1848,Con Air (1997),Action|Adventure|Thriller
1849,Saving Private Ryan (1998),Action|Drama|War
1850,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
1851,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
1852,Braveheart (1995),Action|Drama|War
1853,American History X (1998),Crime|Drama
1854,Troy (2004),Action|Adventure|Drama|War
1855,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
1856,Forrest Gump (1994),Comedy|Drama|Romance|War
1857,Notorious (1946),Film-Noir|Romance|Thriller
1858,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
1859,Blazing Saddles (1974),Comedy|Western
1860,Forrest Gump (1994),Comedy|Drama|Romance|War
1861,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
1862,Seven Pounds (2008),Drama
1863,Edge of Tomorrow (2014),Action|Sci-Fi|IMAX
1864,Schindler's List (1993),Drama|War
1865,"Boot, Das (Boat, The) (1981)",Action|Drama|War
1866,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
1867,Little Voice (1998),Comedy
1868,Clueless (1995),Comedy|Romance
1869,Seven (a.k.a. Se7en) (1995),Mystery|Thriller
1870,Apollo 13 (1995),Adventure|Drama|IMAX
1871,Dances with Wolves (1990),Adventure|Drama|Western
1872,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
1873,Paths of Glory (1957),Drama|War
1874,Ronin (1998),Action|Crime|Thriller
1875,Deliverance (1972),Adventure|Drama|Thriller
1876,Forrest Gump (1994),Comedy|Drama|Romance|War
1877,Schindler's List (1993),Drama|War
1878,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
1879,Terminator 2: Judgment Day (1991),Action|Sci-Fi
1880,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy
1881,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
1882,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX
1883,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance
1884,"Shawshank Redemption, The (1994)",Crime|Drama
1885,"Godfather, The (1972)",Crime|Drama
1886,"Departed, The (2006)",Crime|Drama|Thriller
1887,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
1888,"Shawshank Redemption, The (1994)",Crime|Drama
1889,American History X (1998),Crime|Drama
1890,Almost Famous (2000),Drama
1891,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
1892,"Fugitive, The (1993)",Thriller
1893,"Remains of the Day, The (1993)",Drama|Romance
1894,West Side Story (1961),Drama|Musical|Romance
1895,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
1896,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
1897,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi|Thriller
1898,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi
1899,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
1900,"Jungle Book, The (1994)",Adventure|Children|Romance
1901,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
1902,Terminator 2: Judgment Day (1991),Action|Sci-Fi
1903,Pinocchio (1940),Animation|Children|Fantasy|Musical
1904,"Shawshank Redemption, The (1994)",Crime|Drama
1905,Battlestar Galactica (2003),Drama|Sci-Fi|War
1906,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi
1907,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi
1908,"Client, The (1994)",Drama|Mystery|Thriller
1909,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
1910,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
1911,Batman Begins (2005),Action|Crime|IMAX
1912,Emma (1996),Comedy|Drama|Romance
1913,Rear Window (1954),Mystery|Thriller
